block1,block2,block3,block4,block5,block6,block7,total_compute_time,total_comm_time,total_inference_time
E1,E3,E1,E2,E1,C,E2,0.3180333333333334,0.232124864,0.5501581973333334
E1,E3,E1,E2,E1,C,E3,0.3180333333333334,0.231092096,0.5491254293333334
E1,E3,E1,E2,E1,C,C,0.31788333333333335,0.197815296,0.5156986293333333
E1,E3,E1,E2,E2,E1,E1,0.27426666666666666,0.08312524800000001,0.35739191466666664
E1,E3,E1,E2,E2,E1,E2,0.274,0.08415801600000002,0.358158016
E1,E3,E1,E2,E2,E1,E3,0.274,0.08519078400000002,0.35919078400000004
E1,E3,E1,E2,E2,E1,C,0.27385,0.11846758400000001,0.392317584
E1,E3,E1,E2,E2,E2,E1,0.2534666666666666,0.08235520000000002,0.33582186666666664
E1,E3,E1,E2,E2,E2,E2,0.2532,0.08132243200000001,0.334522432
E1,E3,E1,E2,E2,E2,E3,0.2532,0.08235520000000002,0.3355552
E1,E3,E1,E2,E2,E2,C,0.25304999999999994,0.11563200000000001,0.36868199999999995
E1,E3,E1,E2,E2,E3,E1,0.2534666666666666,0.08519078400000002,0.33865745066666664
E1,E3,E1,E2,E2,E3,E2,0.2532,0.08415801600000002,0.337358016
E1,E3,E1,E2,E2,E3,E3,0.2532,0.08312524800000001,0.33632524799999997
E1,E3,E1,E2,E2,E3,C,0.25304999999999994,0.11640204800000001,0.369452048
E1,E3,E1,E2,E2,C,E1,0.24176666666666666,0.22874918400000002,0.4705158506666667
E1,E3,E1,E2,E2,C,E2,0.2415,0.22771641600000003,0.469216416
E1,E3,E1,E2,E2,C,E3,0.2415,0.22668364800000002,0.468183648
E1,E3,E1,E2,E2,C,C,0.24134999999999998,0.19340684800000002,0.43475684800000003
E1,E3,E1,E2,E3,E1,E1,0.27426666666666666,0.08753369600000001,0.36180036266666665
E1,E3,E1,E2,E3,E1,E2,0.274,0.08856646400000001,0.36256646400000003
E1,E3,E1,E2,E3,E1,E3,0.274,0.08959923200000001,0.36359923200000005
E1,E3,E1,E2,E3,E1,C,0.27385,0.122876032,0.396726032
E1,E3,E1,E2,E3,E2,E1,0.2534666666666666,0.08676364800000001,0.34023031466666664
E1,E3,E1,E2,E3,E2,E2,0.2532,0.08573088000000001,0.33893088
E1,E3,E1,E2,E3,E2,E3,0.2532,0.08676364800000001,0.339963648
E1,E3,E1,E2,E3,E2,C,0.25304999999999994,0.12004044800000001,0.37309044799999996
E1,E3,E1,E2,E3,E3,E1,0.2534666666666666,0.08599360000000002,0.3394602666666666
E1,E3,E1,E2,E3,E3,E2,0.2532,0.08496083200000001,0.338160832
E1,E3,E1,E2,E3,E3,E3,0.2532,0.08392806400000001,0.337128064
E1,E3,E1,E2,E3,E3,C,0.25304999999999994,0.117204864,0.37025486399999996
E1,E3,E1,E2,E3,C,E1,0.24176666666666666,0.229552,0.47131866666666666
E1,E3,E1,E2,E3,C,E2,0.2415,0.22851923200000002,0.470019232
E1,E3,E1,E2,E3,C,E3,0.2415,0.227486464,0.468986464
E1,E3,E1,E2,E3,C,C,0.24134999999999998,0.194209664,0.435559664
E1,E3,E1,E2,C,E1,E1,0.23121666666666665,0.388378496,0.6195951626666667
E1,E3,E1,E2,C,E1,E2,0.23095,0.38941126400000003,0.620361264
E1,E3,E1,E2,C,E1,E3,0.23095,0.390444032,0.621394032
E1,E3,E1,E2,C,E1,C,0.23079999999999998,0.423720832,0.654520832
E1,E3,E1,E2,C,E2,E1,0.21041666666666667,0.387608448,0.5980251146666666
E1,E3,E1,E2,C,E2,E2,0.21015,0.38657568,0.59672568
E1,E3,E1,E2,C,E2,E3,0.21015,0.387608448,0.597758448
E1,E3,E1,E2,C,E2,C,0.21,0.420885248,0.630885248
E1,E3,E1,E2,C,E3,E1,0.21041666666666667,0.38683839999999997,0.5972550666666666
E1,E3,E1,E2,C,E3,E2,0.21015,0.385805632,0.595955632
E1,E3,E1,E2,C,E3,E3,0.21015,0.384772864,0.5949228639999999
E1,E3,E1,E2,C,E3,C,0.21,0.418049664,0.628049664
E1,E3,E1,E2,C,C,E1,0.19871666666666665,0.30983360000000004,0.5085502666666667
E1,E3,E1,E2,C,C,E2,0.19845,0.308800832,0.507250832
E1,E3,E1,E2,C,C,E3,0.19845,0.307768064,0.506218064
E1,E3,E1,E2,C,C,C,0.19829999999999998,0.274491264,0.472791264
E1,E3,E1,E3,E1,E1,E1,0.3508,0.09074496000000001,0.44154496
E1,E3,E1,E3,E1,E1,E2,0.35053333333333336,0.09177772800000002,0.44231106133333337
E1,E3,E1,E3,E1,E1,E3,0.35053333333333336,0.09281049600000002,0.4433438293333334
E1,E3,E1,E3,E1,E1,C,0.3503833333333333,0.12608729600000002,0.47647062933333334
E1,E3,E1,E3,E1,E2,E1,0.33,0.09358054400000002,0.423580544
E1,E3,E1,E3,E1,E2,E2,0.3297333333333334,0.09254777600000001,0.4222811093333334
E1,E3,E1,E3,E1,E2,E3,0.3297333333333334,0.09358054400000002,0.42331387733333337
E1,E3,E1,E3,E1,E2,C,0.32958333333333334,0.126857344,0.4564406773333334
E1,E3,E1,E3,E1,E3,E1,0.33,0.09641612800000002,0.42641612800000006
E1,E3,E1,E3,E1,E3,E2,0.3297333333333334,0.09538336000000001,0.4251166933333334
E1,E3,E1,E3,E1,E3,E3,0.3297333333333334,0.09435059200000001,0.4240839253333334
E1,E3,E1,E3,E1,E3,C,0.32958333333333334,0.127627392,0.45721072533333335
E1,E3,E1,E3,E1,C,E1,0.3183,0.239974528,0.558274528
E1,E3,E1,E3,E1,C,E2,0.3180333333333334,0.23894176,0.5569750933333334
E1,E3,E1,E3,E1,C,E3,0.3180333333333334,0.23790899199999999,0.5559423253333333
E1,E3,E1,E3,E1,C,C,0.31788333333333335,0.204632192,0.5225155253333333
E1,E3,E1,E3,E2,E1,E1,0.27426666666666666,0.089942144,0.36420881066666666
E1,E3,E1,E3,E2,E1,E2,0.274,0.090974912,0.36497491200000004
E1,E3,E1,E3,E2,E1,E3,0.274,0.09200768000000001,0.36600768000000006
E1,E3,E1,E3,E2,E1,C,0.27385,0.12528448,0.39913447999999996
E1,E3,E1,E3,E2,E2,E1,0.2534666666666666,0.089172096,0.3426387626666666
E1,E3,E1,E3,E2,E2,E2,0.2532,0.088139328,0.341339328
E1,E3,E1,E3,E2,E2,E3,0.2532,0.089172096,0.34237209599999996
E1,E3,E1,E3,E2,E2,C,0.25304999999999994,0.122448896,0.37549889599999997
E1,E3,E1,E3,E2,E3,E1,0.2534666666666666,0.09200768000000001,0.34547434666666665
E1,E3,E1,E3,E2,E3,E2,0.2532,0.090974912,0.344174912
E1,E3,E1,E3,E2,E3,E3,0.2532,0.089942144,0.343142144
E1,E3,E1,E3,E2,E3,C,0.25304999999999994,0.123218944,0.37626894399999994
E1,E3,E1,E3,E2,C,E1,0.24176666666666666,0.23556607999999998,0.47733274666666664
E1,E3,E1,E3,E2,C,E2,0.2415,0.234533312,0.476033312
E1,E3,E1,E3,E2,C,E3,0.2415,0.23350054399999998,0.47500054399999997
E1,E3,E1,E3,E2,C,C,0.24134999999999998,0.20022374399999998,0.44157374399999993
E1,E3,E1,E3,E3,E1,E1,0.27426666666666666,0.089139328,0.3634059946666667
E1,E3,E1,E3,E3,E1,E2,0.274,0.09017209600000001,0.364172096
E1,E3,E1,E3,E3,E1,E3,0.274,0.09120486400000001,0.365204864
E1,E3,E1,E3,E3,E1,C,0.27385,0.12448166399999999,0.398331664
E1,E3,E1,E3,E3,E2,E1,0.2534666666666666,0.08836928000000001,0.3418359466666666
E1,E3,E1,E3,E3,E2,E2,0.2532,0.087336512,0.340536512
E1,E3,E1,E3,E3,E2,E3,0.2532,0.08836928000000001,0.34156928
E1,E3,E1,E3,E3,E2,C,0.25304999999999994,0.12164608,0.37469607999999993
E1,E3,E1,E3,E3,E3,E1,0.2534666666666666,0.08759923200000001,0.34106589866666664
E1,E3,E1,E3,E3,E3,E2,0.2532,0.08656646400000001,0.339766464
E1,E3,E1,E3,E3,E3,E3,0.2532,0.085533696,0.338733696
E1,E3,E1,E3,E3,E3,C,0.25304999999999994,0.118810496,0.37186049599999993
E1,E3,E1,E3,E3,C,E1,0.24176666666666666,0.231157632,0.47292429866666663
E1,E3,E1,E3,E3,C,E2,0.2415,0.23012486399999998,0.471624864
E1,E3,E1,E3,E3,C,E3,0.2415,0.229092096,0.47059209599999996
E1,E3,E1,E3,E3,C,C,0.24134999999999998,0.195815296,0.437165296
E1,E3,E1,E3,C,E1,E1,0.23121666666666665,0.389984128,0.6212007946666667
E1,E3,E1,E3,C,E1,E2,0.23095,0.391016896,0.621966896
E1,E3,E1,E3,C,E1,E3,0.23095,0.39204966399999996,0.622999664
E1,E3,E1,E3,C,E1,C,0.23079999999999998,0.42532646399999996,0.656126464
E1,E3,E1,E3,C,E2,E1,0.21041666666666667,0.38921407999999996,0.5996307466666666
E1,E3,E1,E3,C,E2,E2,0.21015,0.38818131199999995,0.598331312
E1,E3,E1,E3,C,E2,E3,0.21015,0.38921407999999996,0.59936408
E1,E3,E1,E3,C,E2,C,0.21,0.42249087999999996,0.63249088
E1,E3,E1,E3,C,E3,E1,0.21041666666666667,0.38844403199999994,0.5988606986666666
E1,E3,E1,E3,C,E3,E2,0.21015,0.387411264,0.597561264
E1,E3,E1,E3,C,E3,E3,0.21015,0.38637849599999996,0.5965284959999999
E1,E3,E1,E3,C,E3,C,0.21,0.41965529599999996,0.6296552959999999
E1,E3,E1,E3,C,C,E1,0.19871666666666665,0.311439232,0.5101558986666667
E1,E3,E1,E3,C,C,E2,0.19845,0.310406464,0.508856464
E1,E3,E1,E3,C,C,E3,0.19845,0.309373696,0.507823696
E1,E3,E1,E3,C,C,C,0.19829999999999998,0.276096896,0.47439689599999996
E1,E3,E1,C,E1,E1,E1,0.33895,0.6324345599999999,0.9713845599999998
E1,E3,E1,C,E1,E1,E2,0.33868333333333334,0.6334673279999998,0.9721506613333332
E1,E3,E1,C,E1,E1,E3,0.33868333333333334,0.6345000959999999,0.9731834293333332
E1,E3,E1,C,E1,E1,C,0.3385333333333333,0.6677768959999999,1.0063102293333333
E1,E3,E1,C,E1,E2,E1,0.31815,0.6352701439999998,0.9534201439999999
E1,E3,E1,C,E1,E2,E2,0.31788333333333335,0.6342373759999999,0.9521207093333333
E1,E3,E1,C,E1,E2,E3,0.31788333333333335,0.6352701439999998,0.9531534773333332
E1,E3,E1,C,E1,E2,C,0.3177333333333333,0.6685469439999998,0.9862802773333331
E1,E3,E1,C,E1,E3,E1,0.31815,0.6381057279999999,0.9562557279999999
E1,E3,E1,C,E1,E3,E2,0.31788333333333335,0.6370729599999998,0.9549562933333331
E1,E3,E1,C,E1,E3,E3,0.31788333333333335,0.6360401919999998,0.9539235253333331
E1,E3,E1,C,E1,E3,C,0.3177333333333333,0.6693169919999998,0.9870503253333331
E1,E3,E1,C,E1,C,E1,0.30645,0.7816641279999998,1.088114128
E1,E3,E1,C,E1,C,E2,0.30618333333333336,0.7806313599999998,1.0868146933333331
E1,E3,E1,C,E1,C,E3,0.30618333333333336,0.7795985919999998,1.0857819253333332
E1,E3,E1,C,E1,C,C,0.3060333333333333,0.7463217919999998,1.0523551253333332
E1,E3,E1,C,E2,E1,E1,0.26241666666666663,0.6316317439999999,0.8940484106666665
E1,E3,E1,C,E2,E1,E2,0.26215,0.6326645119999998,0.8948145119999998
E1,E3,E1,C,E2,E1,E3,0.26215,0.6336972799999999,0.8958472799999999
E1,E3,E1,C,E2,E1,C,0.26199999999999996,0.6669740799999999,0.9289740799999999
E1,E3,E1,C,E2,E2,E1,0.24161666666666667,0.6308616959999999,0.8724783626666666
E1,E3,E1,C,E2,E2,E2,0.24135,0.6298289279999999,0.871178928
E1,E3,E1,C,E2,E2,E3,0.24135,0.6308616959999999,0.8722116959999999
E1,E3,E1,C,E2,E2,C,0.2412,0.6641384959999999,0.9053384959999998
E1,E3,E1,C,E2,E3,E1,0.24161666666666667,0.6336972799999999,0.8753139466666666
E1,E3,E1,C,E2,E3,E2,0.24135,0.6326645119999998,0.8740145119999998
E1,E3,E1,C,E2,E3,E3,0.24135,0.6316317439999999,0.8729817439999998
E1,E3,E1,C,E2,E3,C,0.2412,0.6649085439999999,0.9061085439999998
E1,E3,E1,C,E2,C,E1,0.22991666666666666,0.7772556799999999,1.0071723466666667
E1,E3,E1,C,E2,C,E2,0.22965,0.7762229119999998,1.0058729119999998
E1,E3,E1,C,E2,C,E3,0.22965,0.7751901439999999,1.0048401439999999
E1,E3,E1,C,E2,C,C,0.22949999999999998,0.7419133439999999,0.9714133439999999
E1,E3,E1,C,E3,E1,E1,0.26241666666666663,0.6308289279999999,0.8932455946666665
E1,E3,E1,C,E3,E1,E2,0.26215,0.6318616959999999,0.8940116959999999
E1,E3,E1,C,E3,E1,E3,0.26215,0.6328944639999999,0.8950444639999999
E1,E3,E1,C,E3,E1,C,0.26199999999999996,0.6661712639999999,0.9281712639999999
E1,E3,E1,C,E3,E2,E1,0.24161666666666667,0.6300588799999999,0.8716755466666666
E1,E3,E1,C,E3,E2,E2,0.24135,0.6290261119999999,0.870376112
E1,E3,E1,C,E3,E2,E3,0.24135,0.6300588799999999,0.8714088799999999
E1,E3,E1,C,E3,E2,C,0.2412,0.6633356799999999,0.9045356799999998
E1,E3,E1,C,E3,E3,E1,0.24161666666666667,0.629288832,0.8709054986666667
E1,E3,E1,C,E3,E3,E2,0.24135,0.6282560639999999,0.8696060639999998
E1,E3,E1,C,E3,E3,E3,0.24135,0.6272232959999999,0.8685732959999999
E1,E3,E1,C,E3,E3,C,0.2412,0.6605000959999999,0.9017000959999999
E1,E3,E1,C,E3,C,E1,0.22991666666666666,0.7728472319999999,1.0027638986666667
E1,E3,E1,C,E3,C,E2,0.22965,0.7718144639999999,1.0014644639999999
E1,E3,E1,C,E3,C,E3,0.22965,0.7707816959999999,1.000431696
E1,E3,E1,C,E3,C,C,0.22949999999999998,0.7375048959999999,0.967004896
E1,E3,E1,C,C,E1,E1,0.21936666666666668,0.550547328,0.7699139946666667
E1,E3,E1,C,C,E1,E2,0.21910000000000002,0.5515800959999999,0.770680096
E1,E3,E1,C,C,E1,E3,0.21910000000000002,0.552612864,0.7717128639999999
E1,E3,E1,C,C,E1,C,0.21895,0.585889664,0.804839664
E1,E3,E1,C,C,E2,E1,0.1985666666666667,0.5497772799999999,0.7483439466666666
E1,E3,E1,C,C,E2,E2,0.19830000000000003,0.548744512,0.747044512
E1,E3,E1,C,C,E2,E3,0.19830000000000003,0.5497772799999999,0.74807728
E1,E3,E1,C,C,E2,C,0.19815000000000002,0.5830540799999999,0.78120408
E1,E3,E1,C,C,E3,E1,0.1985666666666667,0.549007232,0.7475738986666667
E1,E3,E1,C,C,E3,E2,0.19830000000000003,0.5479744639999999,0.746274464
E1,E3,E1,C,C,E3,E3,0.19830000000000003,0.546941696,0.745241696
E1,E3,E1,C,C,E3,C,0.19815000000000002,0.580218496,0.778368496
E1,E3,E1,C,C,C,E1,0.18686666666666668,0.4720024319999999,0.6588690986666665
E1,E3,E1,C,C,C,E2,0.18660000000000002,0.47096966399999995,0.6575696639999999
E1,E3,E1,C,C,C,E3,0.18660000000000002,0.46993689599999994,0.656536896
E1,E3,E1,C,C,C,C,0.18645,0.43666009599999994,0.623110096
E1,E3,E2,E1,E1,E1,E1,0.35,0.07389990400000002,0.423899904
E1,E3,E2,E1,E1,E1,E2,0.34973333333333334,0.07493267200000002,0.4246660053333334
E1,E3,E2,E1,E1,E1,E3,0.34973333333333334,0.07596544000000002,0.4256987733333334
E1,E3,E2,E1,E1,E1,C,0.3495833333333333,0.10924224000000002,0.4588255733333333
E1,E3,E2,E1,E1,E2,E1,0.3292,0.07673548800000002,0.405935488
E1,E3,E2,E1,E1,E2,E2,0.32893333333333336,0.07570272000000001,0.40463605333333336
E1,E3,E2,E1,E1,E2,E3,0.32893333333333336,0.07673548800000002,0.4056688213333334
E1,E3,E2,E1,E1,E2,C,0.3287833333333333,0.11001228800000001,0.43879562133333333
E1,E3,E2,E1,E1,E3,E1,0.3292,0.07957107200000002,0.408771072
E1,E3,E2,E1,E1,E3,E2,0.32893333333333336,0.07853830400000002,0.40747163733333336
E1,E3,E2,E1,E1,E3,E3,0.32893333333333336,0.07750553600000001,0.4064388693333334
E1,E3,E2,E1,E1,E3,C,0.3287833333333333,0.11078233600000001,0.4395656693333333
E1,E3,E2,E1,E1,C,E1,0.3175,0.22312947200000002,0.540629472
E1,E3,E2,E1,E1,C,E2,0.31723333333333337,0.22209670400000003,0.5393300373333334
E1,E3,E2,E1,E1,C,E3,0.31723333333333337,0.22106393600000002,0.5382972693333334
E1,E3,E2,E1,E1,C,C,0.31708333333333333,0.18778713600000002,0.5048704693333333
E1,E3,E2,E1,E2,E1,E1,0.27346666666666664,0.07830835200000001,0.35177501866666666
E1,E3,E2,E1,E2,E1,E2,0.2732,0.07934112000000001,0.35254112000000004
E1,E3,E2,E1,E2,E1,E3,0.2732,0.08037388800000002,0.353573888
E1,E3,E2,E1,E2,E1,C,0.27304999999999996,0.113650688,0.38670068799999996
E1,E3,E2,E1,E2,E2,E1,0.25266666666666665,0.07753830400000002,0.33020497066666665
E1,E3,E2,E1,E2,E2,E2,0.2524,0.07650553600000001,0.32890553600000005
E1,E3,E2,E1,E2,E2,E3,0.2524,0.07753830400000002,0.329938304
E1,E3,E2,E1,E2,E2,C,0.25225,0.11081510400000001,0.36306510399999997
E1,E3,E2,E1,E2,E3,E1,0.25266666666666665,0.08037388800000002,0.33304055466666665
E1,E3,E2,E1,E2,E3,E2,0.2524,0.07934112000000001,0.33174112
E1,E3,E2,E1,E2,E3,E3,0.2524,0.07830835200000001,0.33070835200000004
E1,E3,E2,E1,E2,E3,C,0.25225,0.111585152,0.363835152
E1,E3,E2,E1,E2,C,E1,0.24096666666666666,0.223932288,0.46489895466666664
E1,E3,E2,E1,E2,C,E2,0.2407,0.22289952000000002,0.46359952000000004
E1,E3,E2,E1,E2,C,E3,0.2407,0.221866752,0.46256675199999997
E1,E3,E2,E1,E2,C,C,0.24054999999999999,0.188589952,0.429139952
E1,E3,E2,E1,E3,E1,E1,0.27346666666666664,0.08271680000000001,0.35618346666666667
E1,E3,E2,E1,E3,E1,E2,0.2732,0.08374956800000001,0.356949568
E1,E3,E2,E1,E3,E1,E3,0.2732,0.08478233600000001,0.357982336
E1,E3,E2,E1,E3,E1,C,0.27304999999999996,0.11805913600000001,0.39110913599999997
E1,E3,E2,E1,E3,E2,E1,0.25266666666666665,0.08194675200000001,0.33461341866666666
E1,E3,E2,E1,E3,E2,E2,0.2524,0.08091398400000001,0.333313984
E1,E3,E2,E1,E3,E2,E3,0.2524,0.08194675200000001,0.334346752
E1,E3,E2,E1,E3,E2,C,0.25225,0.115223552,0.367473552
E1,E3,E2,E1,E3,E3,E1,0.25266666666666665,0.08117670400000002,0.3338433706666667
E1,E3,E2,E1,E3,E3,E2,0.2524,0.08014393600000001,0.33254393600000004
E1,E3,E2,E1,E3,E3,E3,0.2524,0.07911116800000001,0.331511168
E1,E3,E2,E1,E3,E3,C,0.25225,0.112387968,0.364637968
E1,E3,E2,E1,E3,C,E1,0.24096666666666666,0.224735104,0.4657017706666666
E1,E3,E2,E1,E3,C,E2,0.2407,0.223702336,0.464402336
E1,E3,E2,E1,E3,C,E3,0.2407,0.22266956799999998,0.46336956799999995
E1,E3,E2,E1,E3,C,C,0.24054999999999999,0.189392768,0.429942768
E1,E3,E2,E1,C,E1,E1,0.2304166666666667,0.3835616,0.6139782666666667
E1,E3,E2,E1,C,E1,E2,0.23015000000000002,0.384594368,0.614744368
E1,E3,E2,E1,C,E1,E3,0.23015000000000002,0.385627136,0.615777136
E1,E3,E2,E1,C,E1,C,0.23,0.418903936,0.648903936
E1,E3,E2,E1,C,E2,E1,0.2096166666666667,0.382791552,0.5924082186666667
E1,E3,E2,E1,C,E2,E2,0.20935000000000004,0.38175878399999996,0.591108784
E1,E3,E2,E1,C,E2,E3,0.20935000000000004,0.382791552,0.592141552
E1,E3,E2,E1,C,E2,C,0.20920000000000002,0.416068352,0.625268352
E1,E3,E2,E1,C,E3,E1,0.2096166666666667,0.38202150399999996,0.5916381706666667
E1,E3,E2,E1,C,E3,E2,0.20935000000000004,0.380988736,0.5903387360000001
E1,E3,E2,E1,C,E3,E3,0.20935000000000004,0.379955968,0.589305968
E1,E3,E2,E1,C,E3,C,0.20920000000000002,0.413232768,0.622432768
E1,E3,E2,E1,C,C,E1,0.19791666666666669,0.305016704,0.5029333706666668
E1,E3,E2,E1,C,C,E2,0.19765000000000002,0.303983936,0.5016339360000001
E1,E3,E2,E1,C,C,E3,0.19765000000000002,0.302951168,0.500601168
E1,E3,E2,E1,C,C,C,0.1975,0.269674368,0.467174368
E1,E3,E2,E2,E1,E1,E1,0.3289333333333333,0.072294272,0.4012276053333333
E1,E3,E2,E2,E1,E1,E2,0.32866666666666666,0.07332704000000001,0.4019937066666667
E1,E3,E2,E2,E1,E1,E3,0.32866666666666666,0.07435980800000001,0.4030264746666667
E1,E3,E2,E2,E1,E1,C,0.3285166666666666,0.107636608,0.43615327466666665
E1,E3,E2,E2,E1,E2,E1,0.3081333333333333,0.07512985600000001,0.3832631893333333
E1,E3,E2,E2,E1,E2,E2,0.3078666666666667,0.074097088,0.38196375466666665
E1,E3,E2,E2,E1,E2,E3,0.3078666666666667,0.07512985600000001,0.38299652266666667
E1,E3,E2,E2,E1,E2,C,0.30771666666666664,0.108406656,0.41612332266666663
E1,E3,E2,E2,E1,E3,E1,0.3081333333333333,0.07796544000000001,0.3860987733333333
E1,E3,E2,E2,E1,E3,E2,0.3078666666666667,0.07693267200000001,0.3847993386666667
E1,E3,E2,E2,E1,E3,E3,0.3078666666666667,0.075899904,0.3837665706666667
E1,E3,E2,E2,E1,E3,C,0.30771666666666664,0.109176704,0.41689337066666665
E1,E3,E2,E2,E1,C,E1,0.2964333333333333,0.22152384,0.5179571733333334
E1,E3,E2,E2,E1,C,E2,0.2961666666666667,0.220491072,0.5166577386666666
E1,E3,E2,E2,E1,C,E3,0.2961666666666667,0.219458304,0.5156249706666667
E1,E3,E2,E2,E1,C,C,0.29601666666666665,0.186181504,0.48219817066666665
E1,E3,E2,E2,E2,E1,E1,0.25239999999999996,0.07149145600000001,0.32389145599999997
E1,E3,E2,E2,E2,E1,E2,0.2521333333333333,0.07252422400000001,0.32465755733333335
E1,E3,E2,E2,E2,E1,E3,0.2521333333333333,0.07355699200000002,0.3256903253333333
E1,E3,E2,E2,E2,E1,C,0.2519833333333333,0.10683379200000001,0.3588171253333333
E1,E3,E2,E2,E2,E2,E1,0.2316,0.07072140800000001,0.302321408
E1,E3,E2,E2,E2,E2,E2,0.23133333333333334,0.06968864000000001,0.30102197333333336
E1,E3,E2,E2,E2,E2,E3,0.23133333333333334,0.07072140800000001,0.3020547413333333
E1,E3,E2,E2,E2,E2,C,0.23118333333333332,0.10399820800000001,0.33518154133333333
E1,E3,E2,E2,E2,E3,E1,0.2316,0.07355699200000002,0.305156992
E1,E3,E2,E2,E2,E3,E2,0.23133333333333334,0.07252422400000001,0.30385755733333336
E1,E3,E2,E2,E2,E3,E3,0.23133333333333334,0.07149145600000001,0.30282478933333334
E1,E3,E2,E2,E2,E3,C,0.23118333333333332,0.104768256,0.33595158933333336
E1,E3,E2,E2,E2,C,E1,0.21989999999999998,0.217115392,0.43701539199999995
E1,E3,E2,E2,E2,C,E2,0.21963333333333332,0.216082624,0.43571595733333335
E1,E3,E2,E2,E2,C,E3,0.21963333333333332,0.21504985599999998,0.4346831893333333
E1,E3,E2,E2,E2,C,C,0.2194833333333333,0.181773056,0.4012563893333333
E1,E3,E2,E2,E3,E1,E1,0.25239999999999996,0.075899904,0.328299904
E1,E3,E2,E2,E3,E1,E2,0.2521333333333333,0.07693267200000001,0.3290660053333333
E1,E3,E2,E2,E3,E1,E3,0.2521333333333333,0.07796544000000001,0.3300987733333333
E1,E3,E2,E2,E3,E1,C,0.2519833333333333,0.11124223999999999,0.3632255733333333
E1,E3,E2,E2,E3,E2,E1,0.2316,0.07512985600000001,0.306729856
E1,E3,E2,E2,E3,E2,E2,0.23133333333333334,0.074097088,0.3054304213333333
E1,E3,E2,E2,E3,E2,E3,0.23133333333333334,0.07512985600000001,0.30646318933333333
E1,E3,E2,E2,E3,E2,C,0.23118333333333332,0.108406656,0.33958998933333334
E1,E3,E2,E2,E3,E3,E1,0.2316,0.07435980800000001,0.305959808
E1,E3,E2,E2,E3,E3,E2,0.23133333333333334,0.07332704000000001,0.30466037333333335
E1,E3,E2,E2,E3,E3,E3,0.23133333333333334,0.072294272,0.30362760533333333
E1,E3,E2,E2,E3,E3,C,0.23118333333333332,0.105571072,0.33675440533333334
E1,E3,E2,E2,E3,C,E1,0.21989999999999998,0.217918208,0.437818208
E1,E3,E2,E2,E3,C,E2,0.21963333333333332,0.21688543999999998,0.43651877333333333
E1,E3,E2,E2,E3,C,E3,0.21963333333333332,0.215852672,0.4354860053333333
E1,E3,E2,E2,E3,C,C,0.2194833333333333,0.182575872,0.4020592053333333
E1,E3,E2,E2,C,E1,E1,0.20935,0.376744704,0.586094704
E1,E3,E2,E2,C,E1,E2,0.20908333333333334,0.377777472,0.5868608053333333
E1,E3,E2,E2,C,E1,E3,0.20908333333333334,0.37881023999999996,0.5878935733333333
E1,E3,E2,E2,C,E1,C,0.20893333333333333,0.41208703999999996,0.6210203733333333
E1,E3,E2,E2,C,E2,E1,0.18855000000000002,0.37597465599999996,0.564524656
E1,E3,E2,E2,C,E2,E2,0.18828333333333336,0.37494188799999995,0.5632252213333333
E1,E3,E2,E2,C,E2,E3,0.18828333333333336,0.37597465599999996,0.5642579893333333
E1,E3,E2,E2,C,E2,C,0.18813333333333335,0.40925145599999996,0.5973847893333333
E1,E3,E2,E2,C,E3,E1,0.18855000000000002,0.37520460799999994,0.563754608
E1,E3,E2,E2,C,E3,E2,0.18828333333333336,0.37417184,0.5624551733333334
E1,E3,E2,E2,C,E3,E3,0.18828333333333336,0.37313907199999996,0.5614224053333333
E1,E3,E2,E2,C,E3,C,0.18813333333333335,0.40641587199999996,0.5945492053333333
E1,E3,E2,E2,C,C,E1,0.17685,0.298199808,0.475049808
E1,E3,E2,E2,C,C,E2,0.17658333333333334,0.29716704,0.47375037333333336
E1,E3,E2,E2,C,C,E3,0.17658333333333334,0.296134272,0.4727176053333333
E1,E3,E2,E2,C,C,C,0.17643333333333333,0.262857472,0.4392908053333333
E1,E3,E2,E3,E1,E1,E1,0.3289333333333333,0.07911116800000001,0.4080445013333333
E1,E3,E2,E3,E1,E1,E2,0.32866666666666666,0.08014393600000001,0.4088106026666667
E1,E3,E2,E3,E1,E1,E3,0.32866666666666666,0.08117670400000002,0.40984337066666665
E1,E3,E2,E3,E1,E1,C,0.3285166666666666,0.11445350400000001,0.44297017066666666
E1,E3,E2,E3,E1,E2,E1,0.3081333333333333,0.08194675200000001,0.3900800853333333
E1,E3,E2,E3,E1,E2,E2,0.3078666666666667,0.08091398400000001,0.38878065066666667
E1,E3,E2,E3,E1,E2,E3,0.3078666666666667,0.08194675200000001,0.3898134186666667
E1,E3,E2,E3,E1,E2,C,0.30771666666666664,0.115223552,0.42294021866666665
E1,E3,E2,E3,E1,E3,E1,0.3081333333333333,0.08478233600000001,0.39291566933333333
E1,E3,E2,E3,E1,E3,E2,0.3078666666666667,0.08374956800000001,0.3916162346666667
E1,E3,E2,E3,E1,E3,E3,0.3078666666666667,0.08271680000000001,0.39058346666666666
E1,E3,E2,E3,E1,E3,C,0.30771666666666664,0.1159936,0.42371026666666667
E1,E3,E2,E3,E1,C,E1,0.2964333333333333,0.22834073600000002,0.5247740693333334
E1,E3,E2,E3,E1,C,E2,0.2961666666666667,0.22730796800000003,0.5234746346666668
